Course,MenuSection,MenuSectionDescription,DishName,DishDescription,Options-why-not-add,Price,HighlightYes,AdditionalClass
,,,SAUSAGE BEAN POT,"A hot pot of BBQ beans and pork sausages,
with a side of roast potatoes",,,,
,,,ROAST CHICKEN WITH AN ADDED TWIST,"Served with house slaw, corn and sweet potato fries with your choice of: 

GARLIC BUTTER
CAJUN",,,,
,,,DUCK WINTER SALAD,"A crunchy seasonal salad topped with shredded
duck breast and hoisin sauce",,,,
,Sides,Why not add some extras,,,,,,
,,,CHUNKY CHIPS (v),,,,,
,,,BEER-BATTERED ONION RINGS (v),,,,,
,,,"SWEET POTATO FRIES (v)
",,,,,
,,,WINTER SLAW (v),,,,,
,,,GARLIC FLATBREAD (v),,,,,
,,,CAULIFLOWER CHEESE (v),,,,,
,,,RED CABBAGE (v),,,,,
,,,SEASONAL SALAD (v),,,,,
,,,PIGS IN BLANKETS,,,,,
,Light Bites,"Your choice of farmhouse, ciabatta or wrap. Served with chips. Available until 6pm",,,,,,
,,,CHICKEN & BACON SANDWICH,With lettuce and tomato,,,,
,,,BEER-BATTERED COD FISH FINGER,With tartare sauce,,,,
,,,"MATURE CHEDDAR, MOZZARELLA & CHERRY TOMATO MELT (v)
",,,,,
,,,DUCK AND HOISIN WRAP,,,,,
,,,"CAMEMBERT, BACON & CRANBERRY MELT
",,,,,
,"JACKET POTATOES
",Served with their own topping. Choose from the following toppings:,,,,,,
,,,SHREDDED DUCK IN HOISIN SAUCE,,,,,
,,,SMOKY BEANS (v),,,,,
,,,CHEDDAR CHEESE (v),,,,,
,,,BBQ PULLED PORK with melted cheese		,,,,,
